drug,adr,a,n_drug,n_adr,PRR,PRR_lower95,PRR_upper95,chi2_PRR,pvalue_PRR,ROR,ROR_lower95,ROR_upper95,IC,IC_lower95,IC_upper95,IC025,EBGM,EB05,EB95,signal_PRR,signal_ROR,signal_IC,signal_EBGM,n_methods_flagged,signal_ANY_3,signal_ALL_4,signal_strength
Tipranavir,Fibrosis,13,431,64,399.5033468708164,221.05339222738294,722.0107438876622,3705.3634703254666,0.0,411.88130284998437,224.48816716213855,755.7022260102999,4.638741595478187,4.105302634477837,5.172180556478537,3.7406045693041294,141.97469683317766,77.32424023946824,206.6251534268871,True,True,True,True,4,True,True,Strong (4/4)
Pembrolizumab,Acute Interstitial Pneumonitis,12,33,36,10021.588486140725,5548.90570964781,18099.467001381578,73239.82638703406,0.0,15614.463692453726,7003.720475923928,34811.70861131378,4.638656478702557,4.084290027562005,5.193022929843108,3.7052843925985672,232.60153121837465,122.37530263023487,342.82775980651445,True,True,True,True,4,True,True,Strong (4/4)
Pemetrexed,Acute Interstitial Pneumonitis,12,33,36,10021.588486140725,5548.90570964781,18099.467001381578,73239.82638703406,0.0,15614.463692453726,7003.720475923928,34811.70861131378,4.638656478702557,4.084290027562005,5.193022929843108,3.7052843925985672,232.60153121837465,122.37530263023487,342.82775980651445,True,True,True,True,4,True,True,Strong (4/4)
Warfarin,Foetal Warfarin Syndrome,12,102,18,12344.24953095685,4881.07611914454,31218.62736064737,47386.031833934976,0.0,13980.928601784955,5300.211992136984,36878.97104081653,4.635828151810517,4.081461700669966,5.190194602951069,3.7024560657065275,228.262662463837,120.09255593407957,336.43276899359444,True,True,True,True,4,True,True,Strong (4/4)
Valproate Sodium,Foetal Anticonvulsant Syndrome,65,6160,229,42.13413553206537,31.677187455083207,56.04302400747313,1831.6376836156046,0.0,42.57272431030017,31.93627632296424,56.751664999139685,4.630882594648357,4.388716238955501,4.873048950341213,4.223153526389978,29.65354501166402,23.605446288734733,35.701643734593304,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Anencephaly,13,431,70,357.8160411103834,199.30059279790606,642.4081207110829,3385.6548183274213,0.0,368.89901823281906,202.36187366875555,672.4907374394867,4.628317441360398,4.094878480360048,5.161756402360748,3.7301804151863402,136.15367236117166,74.15391267580318,198.15343204654013,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Congenital Musculoskeletal Disorder Of Spine,14,431,133,184.92429832684468,108.10747106977087,316.3240780057252,2067.0310875753776,0.0,191.09076741913663,109.87150612838533,332.3489654375521,4.626277272603921,4.111561726710218,5.140992818497623,3.7596643637012583,102.4721669594516,57.50105144722218,147.44328247168102,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Erythema,15,431,195,130.87249272171098,78.5791457553948,217.96634700649437,1618.869015293581,0.0,135.54867598008732,79.97664991194587,229.73509868422627,4.626007231957334,4.1281725973240135,5.123841866590654,3.7878162654828653,84.68460206502918,48.77570191000427,120.59350222005409,True,True,True,True,4,True,True,Strong (4/4)
Ampicillin,Neonatal Candida Infection,15,937,91,142.01668671023967,82.57979767460527,244.2333339641567,1596.2320085410624,0.0,144.3092087783623,83.27943699544849,250.0635029434113,4.621745555395123,4.123910920761803,5.119580190028444,3.783554588920655,83.80887200165863,48.27130857894986,119.3464354243674,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Anal Atresia,14,431,137,178.93484736889022,104.70760155179838,305.78180694062655,2005.9081808185479,0.0,184.90046789013067,106.41240550544038,321.2800506068946,4.619853858024555,4.105138312130853,5.134569403918258,3.753240949121893,100.55087303356736,56.42293995455486,144.67880611257985,True,True,True,True,4,True,True,Strong (4/4)
Benztropine Mesylate,Sleep Disorder,16,221,515,98.10430520814269,61.168175913731844,157.34415088568622,1359.75913013044,1.1666666876552919e-297,105.66238501274998,63.50492447322085,175.8058874834272,4.615805785448052,4.133293190198549,5.098318380697556,3.80341213018103,71.98665803329529,42.428293835442446,101.54502223114812,True,True,True,True,4,True,True,Strong (4/4)
Etravirine,Tethered Cord Syndrome,14,512,118,178.02419418835336,103.49457920083105,306.224866665848,1960.0317870004637,0.0,182.9949225667433,104.92128752643673,319.16441815271025,4.61477342450896,4.1000578786152575,5.1294889704026625,3.7481605156062976,99.07577275674173,55.59520478095281,142.55634073253066,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Neural Tube Defect,13,431,79,309.3898099826623,173.6730297833093,551.1624610945039,2997.1491582736176,0.0,318.96846956099927,176.30295279845964,577.0798671216306,4.612821087872839,4.07938212687249,5.146260048873188,3.7146840616987813,128.26527411633796,69.85762316370204,186.67292506897388,True,True,True,True,4,True,True,Strong (4/4)
Propofol,Neonatal Respiratory Depression,24,406,815,50.077865295393316,33.90133451774482,73.97327061655695,1053.7319006168448,3.760009135785029e-231,53.15599403796052,35.12315111029856,80.44721537912366,4.610626840321997,4.21465441432472,5.006599266319274,3.943938572061275,43.503102730265184,28.910639933371066,58.0955655271593,True,True,True,True,4,True,True,Strong (4/4)
Nimesulide,Neonatal Respiratory Acidosis,15,280,316,120.55518899856037,73.34923002041462,198.1418699341984,1536.2123512457295,0.0,127.30793302789255,75.3501073623853,215.09338711208042,4.6106000421970235,4.112765407563703,5.108434676830344,3.772409075722555,81.5904475521595,46.9935649629908,116.1873301413282,True,True,True,True,4,True,True,Strong (4/4)
Aspirin\Oxycodone Hydrochloride\Oxycodone Terephthalate,Opisthotonus,120,1418,2068,28.627252654695198,23.996296840090395,34.15191935726471,2985.809792260044,0.0,31.180045292188368,25.736294975714113,37.77525962226978,4.603645379465025,4.4251106207330615,4.782180138196988,4.303051142824474,26.64087833161037,22.641123614896447,30.640633048324293,True,True,True,True,4,True,True,Strong (4/4)
Cyclizine,Meconium Abnormal,12,88,114,906.6590877773184,523.6238306225027,1569.8878725056097,8654.62313855291,0.0,1048.7175195281366,559.368953360055,1966.1592391906008,4.600525566840491,4.04615911569994,5.154892017981043,3.6671534807365016,184.68836250567728,97.16743537984641,272.2092896315081,True,True,True,True,4,True,True,Strong (4/4)
Etravirine,Musculoskeletal Discomfort,13,512,73,286.2896915944366,159.72123507103757,513.1552324697734,2728.453677102572,0.0,293.71387089568907,161.7662183782087,533.2871029650686,4.59966126832582,4.06622230732547,5.133100229326169,3.701524242151762,122.19316718484318,66.55054756781374,177.83578680187262,True,True,True,True,4,True,True,Strong (4/4)
Furosemide,Potter's Syndrome,17,1266,116,91.20794457879607,55.04096340524177,151.13996266817685,1189.651698446558,1.0821359863654042e-260,92.43493377250398,55.44649400071524,154.0984175016905,4.596879369342005,4.128355984493213,5.0654027541907976,3.808038976484345,62.415699396690556,37.55017904604692,87.28121974733419,True,True,True,True,4,True,True,Strong (4/4)
Acetaminophen,Heart Rate Irregular,24,3748,90,64.30807410683572,40.511414853431404,102.08304030586048,1036.8987476813281,1.713767278921077e-227,64.71593502483555,40.67744726675814,102.96005594139928,4.596637725372781,4.200665299375504,4.992610151370058,3.929949457112059,42.74754370682495,28.408521842840166,57.08656557080973,True,True,True,True,4,True,True,Strong (4/4)
Acetaminophen,Incubator Therapy,20,3748,61,86.22373447370916,50.84614548889899,146.21624343610964,1061.9507654053975,6.148952458678062e-233,86.680814177994,51.01594527021359,147.27872838116028,4.596381528532564,4.163496689226094,5.029266367839035,3.8675448092920783,50.4488099858334,31.915216196498598,68.9824037751682,True,True,True,True,4,True,True,Strong (4/4)
Carboplatin,Acute Interstitial Pneumonitis,12,322,36,1040.5450087011548,531.1445065668877,2038.4921650254075,7488.606334718684,0.0,1080.7198724900588,541.9037498760315,2155.2820829568295,4.593902955953862,4.03953650481331,5.148269407094413,3.660530869849872,178.21309375316048,93.76069523909736,262.6654922672236,True,True,True,True,4,True,True,Strong (4/4)
Gliclazide,Neutropenia Neonatal,24,137,2495,47.432014418921156,33.055061475607076,68.06207253606162,1020.7733413795606,5.481965081441486e-224,57.245876115469656,36.926945468846625,88.74523171683431,4.586938336529267,4.19096591053199,4.982910762526544,3.920250068268545,42.23475685016045,28.06774163993115,56.40177206038975,True,True,True,True,4,True,True,Strong (4/4)
Prochlorperazine,Meconium Abnormal,12,120,114,665.8541645582432,380.572817512725,1164.9853800836204,6340.906420540283,0.0,739.3823760818253,399.093588698482,1369.8197955102478,4.585086156199373,4.0307197050588215,5.1394526073399245,3.6517140700953834,170.22492352278215,89.55799397447576,250.89185307108852,True,True,True,True,4,True,True,Strong (4/4)
Leucovorin Calcium,Foetal Disorder,15,104,923,107.41898813175933,67.54040909240061,170.84348712583335,1414.6715543710704,1.36232558852085e-309,125.24908145601904,72.75976707389981,215.604489080392,4.584872969567325,4.087038334934004,5.082707604200646,3.7466820030928565,76.83533820294892,44.254769591566884,109.41590681433095,True,True,True,True,4,True,True,Strong (4/4)
Etravirine,Meconium Stain,14,512,137,150.63585662091438,88.0323174590031,257.7594451092808,1684.530636484389,0.0,154.8373825931235,89.23154631407311,268.6786908735677,4.579178518812432,4.064462972918729,5.093894064706134,3.7125656099097695,89.72262522259369,50.3467960323868,129.09845441280058,True,True,True,True,4,True,True,Strong (4/4)
Etravirine,Lipodystrophy Acquired,13,512,84,242.24512365683097,136.29295802483088,430.56296367727316,2367.9350471774496,0.0,248.52296352296352,138.01018550190724,447.5297469793107,4.577654112573011,4.044215151572661,5.111093073573361,3.6795170863989535,113.12733416325807,61.612987099868974,164.64168122664717,True,True,True,True,4,True,True,Strong (4/4)
Saquinavir Mesylate,Hypertriglyceridaemia,34,662,943,37.64025973217712,27.02489576888592,52.4253327310487,1119.6618050207653,1.7601020664980312e-245,39.62162456488852,27.953156880017747,56.160852954794436,4.573804987839871,4.240121175244998,4.907488800434744,4.011990405409728,34.09567333187759,24.48383150063527,43.707515163119915,True,True,True,True,4,True,True,Strong (4/4)
Naloxone Hydrochloride,Rhesus Incompatibility,12,182,96,533.2483585960931,299.7722002617824,948.5663170137502,4960.069156283969,0.0,570.7061548872963,309.2760744664228,1053.1222493953499,4.569210535410764,4.014844084270212,5.123576986551315,3.635838449306774,157.41104130065807,82.8164101741161,232.00567242720004,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Meningomyelocele,15,431,234,107.61952134974409,64.85830465426501,178.5732981657024,1344.3461503089611,2.6079822426055703e-294,111.45824434557422,65.99968093072468,188.2272771233127,4.5684628824541615,4.07062824782084,5.066297517087483,3.730271915979693,74.04240167767547,42.64612485464414,105.4386785007068,True,True,True,True,4,True,True,Strong (4/4)
Valproate Sodium,Joint Laxity,23,6160,53,81.53174042451845,47.63625219974768,139.54550137103902,985.1898022321751,2.975041505869898e-216,81.8335107341992,47.7565514323414,140.22627845253442,4.560179273812045,4.155869364737705,4.964489182886385,3.8794534064930026,42.205873964369445,27.744707174755963,56.66704075398293,True,True,True,True,4,True,True,Strong (4/4)
Etravirine,Congenital Genital Malformation,13,512,93,215.1618179063778,121.69196553273935,380.42452254025295,2136.401057036831,0.0,220.73476582172233,123.20905604494038,395.4566198818913,4.559894653322852,4.026455692322502,5.0933336143232015,3.661757627148794,106.65316045380878,58.08693228568095,155.21938862193662,True,True,True,True,4,True,True,Strong (4/4)
Gabapentin,Congenital Multiplex Arthrogryposis,18,2769,68,86.67760202631565,50.95006005052592,147.45825001151914,1040.063707994759,3.515838511994572e-228,87.23798000370635,51.145094187258906,148.8014691548453,4.55660197074086,4.100917632405403,5.012286309076317,3.789378339869937,53.698453171303996,32.906797471809966,74.49010887079803,True,True,True,True,4,True,True,Strong (4/4)
Valsartan,Pulmonary Hypoplasia,26,1077,384,45.06997187947979,30.5145172513497,66.5683926271929,986.4649735350846,1.571494209557094e-216,46.15923125030258,30.966979143765936,68.80472970021175,4.553545945846751,4.172809554250126,4.934282337443376,3.912510184485087,38.39492754840465,26.020193021016542,50.769662075792766,True,True,True,True,4,True,True,Strong (4/4)
Entecavir,Foetal Hypokinesia,12,61,379,363.9121176926055,219.5609465090058,603.1675100202066,3743.8495092472926,0.0,451.881055452484,240.95600598566853,847.4430319408442,4.545887895253102,3.991521444112551,5.100254346393654,3.6125158091491127,141.54391617503995,74.46846754042677,208.61936480965312,True,True,True,True,4,True,True,Strong (4/4)
Etravirine,Exomphalos,14,512,156,130.5510757381258,76.59085401067586,222.52765811967834,1476.1421589851745,0.0,134.1885199458023,77.62429444690795,231.9706609064353,4.544440724083583,4.029725178189881,5.059156269977286,3.6778278151809207,81.9830945825519,46.003849428295766,117.96233973680803,True,True,True,True,4,True,True,Strong (4/4)
Stavudine,Macrocytosis,49,3081,347,35.24680599166529,26.14528809228895,47.516681714457604,1359.5457149701938,1.2981454180896553e-297,35.800038113071544,26.444431502635044,48.4655050636905,4.54212515785517,4.263553366465141,4.8206969492452,4.073101223371958,29.28954106112515,22.410007982674173,36.169074139576125,True,True,True,True,4,True,True,Strong (4/4)
Ondansetron,Anhedonia,47,5093,199,39.92936191578145,28.864206440172435,55.236368486558426,1323.0832830762586,1.0887655601719602e-289,40.291857853113584,29.05803708023616,55.868667411113286,4.5411682444593495,4.256791818530874,4.825544670387825,4.062371200804264,29.588084301604674,22.492258654581946,36.6839099486274,True,True,True,True,4,True,True,Strong (4/4)
Buspirone Hydrochloride,Heart Rate Decreased,15,291,376,96.75022122896546,58.960493381386215,158.76063396051717,1236.9058018763749,5.817536902952141e-271,101.94289666073898,60.49257205205962,171.79554161853943,4.540010801897311,4.042176167263991,5.037845436530631,3.7018198354228424,69.5879488611811,40.080498312729766,99.09539940963245,True,True,True,True,4,True,True,Strong (4/4)
Etravirine,Gastrointestinal Malformation,13,512,104,189.2953698520592,107.60498917934557,333.00256169075317,1907.8370197784811,0.0,194.19509673608033,108.93208039327702,346.1949451454986,4.538481403240516,4.005042442240166,5.0719203642408655,3.640344377066458,99.68082019256998,54.28955905357014,145.07208133156982,True,True,True,True,4,True,True,Strong (4/4)
Tipranavir,Musculoskeletal Deformity,12,431,59,401.06086479234006,216.64148678965043,742.4700580279798,3401.9284580225667,0.0,412.5039207076093,219.61478312677386,774.8088820638461,4.536454985969208,3.982088534828656,5.090821437109759,3.603082899865218,135.93860092745774,71.51942354158587,200.35777831332962,True,True,True,True,4,True,True,Strong (4/4)
Amitriptyline Hydrochloride,Foetal Disorder,23,366,923,46.830389816783615,31.499883276675085,69.62201704461042,943.5066151109736,3.421765244952216e-207,49.89767370060463,32.68694002077195,76.17041666028703,4.535438922208171,4.131129013133831,4.939748831282511,3.854713054889129,40.91506269548083,26.896171714894937,54.93395367606672,True,True,True,True,4,True,True,Strong (4/4)
Pembrolizumab,Neonatal Respiratory Depression,12,33,815,305.5742600005573,195.9507640194241,476.525972440873,3216.9963670389516,0.0,475.54630179013327,236.01546687196344,958.1756998534081,4.530500393226688,3.976133942086136,5.084866844367239,3.597128307122698,132.60591997993228,69.76604798387926,195.4457919759853,True,True,True,True,4,True,True,Strong (4/4)
Pemetrexed,Neonatal Respiratory Depression,12,33,815,305.5742600005573,195.9507640194241,476.525972440873,3216.9963670389516,0.0,475.54630179013327,236.01546687196344,958.1756998534081,4.530500393226688,3.976133942086136,5.084866844367239,3.597128307122698,132.60591997993228,69.76604798387926,195.4457919759853,True,True,True,True,4,True,True,Strong (4/4)
